customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sales,discountUsed
BBID_211413093,19-01-1963,male,KARNATAKA,580020,19-06-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,10558,NONPROMO,,1000361279,MAIYAS SWEET RASGULLA TN 1kg,185,"T24Club,Payback"
BBID_211413093,19-01-1963,male,KARNATAKA,580020,13-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,59898,NONPROMO,,301007972,FORTUNE HEALTH RICE BRAN OIL PP 1L,110,"T24Club,Payback"
BBID_211413093,19-01-1963,male,KARNATAKA,580020,16-10-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,36276,NONPROMO,,1000543204,NATURE CHOICE CLASSIQUE DATES 500g,65,"T24Club,Payback"
BBID_211413909,29-08-1975,female,KARNATAKA,580029,26-01-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,74659,NONPROMO,,108100267,WATERMELON KIRAN,21.83,"T24Club,Payback"
BBID_211413909,29-08-1975,female,KARNATAKA,580029,06-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,34832,1120458,AZ 699 FLAT MENS FASHION ASSORTED LOP,1.00E+12,"DJMD-0160-Silky Stretc, 38, MEDIUM STONE",699,"T24Club,Payback"
BBID_211419311,25-01-1952,male,KARNATAKA,580030,24-08-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,76773,NONPROMO,,108005674,SAFFOLA SALT PP 1Kg,28,"T24Club,Payback"
BBID_211448008,25-05-1970,male,KARNATAKA,580030,14-06-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,10949,NONPROMO,,108004633,GH DAILY RAVA/SUJI BENSI 1Kg,48,"T24Club,BBProfitClub,Payback"
BBID_21146527,23-09-1985,male,KARNATAKA,580020,16-08-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,2575,NONPROMO,,108020477,BRITANNIA CAKE CHOCOLATE 50g,15,"T24Club,Payback"
BBID_211415991,18-10-1974,female,KARNATAKA,580028,09-10-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,21291,1196502,HO 5 %OFF STAPLES REG AZ,1000066721,NUTRIJAGG JAGGERY TUB 900g,63.65,"T24Club,Payback"
BBID_211415991,18-10-1974,female,KARNATAKA,580028,06-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,86850,NONPROMO,,108024712,HALDIRAM NI NAMK CHANA NUTS 150g/200g,30,"T24Club,Payback"
BBID_211415991,18-10-1974,female,KARNATAKA,580028,03-04-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,18671,1115501,HO 5.0 Rs OFF Continental Desserts,108036829,WEIKFIELD DESSERTMIX JELLY RASBERRY 90G,35,"T24Club,Payback"
BBID_211415991,18-10-1974,female,KARNATAKA,580028,31-07-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,38740,NONPROMO,,1000309611,CRMT TISSU REGULR NAPKN 27*30 2 PLY 100P,90,"T24Club,Payback"
BBID_211417174,01-03-1982,,KARNATAKA,411016,07-06-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,20203,869287,SKT 5% OFF CONCEPT DISCOUNT 4796,300962094,ARIEL DET POWDER COMPLETE PP 3kg,474.05,"T24Club,Payback"
BBID_21143475,09-05-1969,male,KARNATAKA,580030,24-06-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,31900,NONPROMO,,300987829,KNORR NDL SOUPY MAST MASALA PP 75g,15,"T24Club,Payback"
BBID_21143475,09-05-1969,male,KARNATAKA,580030,11-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,15129,NONPROMO,,108002073,MTR READYMIX SAMBAR 100g,43,"T24Club,Payback"
BBID_21143475,09-05-1969,male,KARNATAKA,580030,22-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,26373,NONPROMO,,108030064,PARLE BIS GLUCOSE 140g,20,"T24Club,Payback"
BBID_211419578,20-02-1983,female,KARNATAKA,580008,04-02-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,20429,NONPROMO,,108005681,AASHIRVAAD SALT PP 1Kg,16,"T24Club,Payback"
BBID_211417174,01-03-1982,,KARNATAKA,411016,15-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,31264,5040,Ex400,108027234,LION DRY FRUIT DESRT KING CUP DATES 200G,81.53,"T24Club,Payback"
BBID_211417174,01-03-1982,,KARNATAKA,411016,15-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,31264,5040,Ex400,300047740,PARLE SLT BIS CHESELING 150g,39.45,"T24Club,Payback"
BBID_211427468,,female,KARNATAKA,580030,10-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,12,95850,NONPROMO,,1000128036,WB-9433 Bullet Flask 500,0,"T24Club,Payback"
BBID_21146451,06-07-1976,,KARNATAKA,580030,29-07-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,90795,NONPROMO,,108004132,GRB DESI GHEE PP 200ml,102,"T24Club,Payback"
BBID_21146451,06-07-1976,,KARNATAKA,580030,29-07-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,90795,NONPROMO,,109003483,J & J EARBUD 150P,70,"T24Club,Payback"
BBID_211424926,24-01-1956,male,KARNATAKA,580023,12-10-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,1508,1182946,HO 350 FLAT PLATE OCT MCV AZ,1000608063,MERCURY22G 13IN SS DINNER PLATE SET OF 4,350,"T24Club,Payback"
BBID_21143560,13-08-1974,male,KARNATAKA,580030,25-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,26824,NONPROMO,,108030113,PARLE SLT BIS MONCO CLASIC REG 150g/200g,20,"T24Club,Payback"
BBID_211425512,01-04-1975,male,KARNATAKA,580024,01-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,56459,NONPROMO,,1000510361,CASA NOVA 6 PCS  S BABY FORK,65,"T24Club,Payback"
BBID_211453106,01-06-1962,male,KARNATAKA,581102,25-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,79259,1224979,IZ 5 %DIS HNIS PLASTIC UTILITY,1000147754,Mug-1 Ltr. Pink,55.1,"T24Club,Payback"
BBID_211453111,12-02-1965,,KARNATAKA,580031,02-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,50590,NONPROMO,,108010686,HIT SPRAY MOSQUITO & FLIES 400m,172,"T24Club,BBProfitClub,Payback"
BBID_211422258,10-02-1984,female,KARNATAKA,580029,30-09-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,20135,NONPROMO,,108100306,CORIANDER,3.3,"T24Club,Payback"
BBID_211425590,24-05-1992,male,KARNATAKA,581359,10-05-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,60441,NONPROMO,,1000014571,AFL-HANKIES-FPP-PO4,79,"T24Club,Payback"
BBID_211425590,24-05-1992,male,KARNATAKA,581359,23-01-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,24197,1079568,JB 75 FLAT Cream Biscuits HPC,1000100783,BRITANNIA CRM BISC JIM JAM 4*150g OP,75,"T24Club,Payback"
BBID_211425590,24-05-1992,male,KARNATAKA,581359,22-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,41896,NONPROMO,,108009927,GILLETTE SHAV GEL SENSITIVE TUBE 60G,79,"T24Club,Payback"
BBID_211419175,08-08-1952,male,KARNATAKA,580024,29-07-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,90787,932167,SKA 15 % OFF ASSORTED FOOD KAR,300317222,SUNFEAST CRM BISC BOUNCE ORANGE 84g,8.5,"T24Club,Payback"
BBID_211447858,,,KARNATAKA,,20-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,32041,NONPROMO,,300055034,BRITANNIA BISC MILK BIKIS 150g,20,"T24Club,BBProfitClub"
BBID_211440533,02-12-1986,,KARNATAKA,581320,14-03-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,96199,1256108,AZ 249 FLAT REG Ctee Boys Sleepwear,1.00E+12,"PBJN-0160-DNM 88-A-SF-FL-, 2-3, D INDIGO",262.7,"T24Club,Payback"
BBID_211453127,27-07-1974,male,KARNATAKA,575002,22-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,31727,NONPROMO,,108037504,URAD DAL PREM LOOSE,226.23,"T24Club,Payback"
BBID_211439838,05-07-1987,male,KARNATAKA,580020,16-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,18361,NONPROMO,,300804115,PANTENE SHMP TOTAL DAMAGE CARE BT 180ml,110,"T24Club,Payback"
BBID_211453132,22-04-1977,,KARNATAKA,580078,19-02-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,9206,NONPROMO,,300782056,REVIVE LIQUID STIFFENER BT 400g,102,"T24Club,Payback"
BBID_211439518,15-06-1996,male,KARNATAKA,582116,07-07-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,50145,NONPROMO,,1.00E+12,"LED-4142-6304-C-FS-DU-OD-SK, FS, ORANGE",299,"T24Club,Payback"
BBID_211447292,,,KARNATAKA,,02-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,88629,NONPROMO,,1000033916,CRMT HANDWASH LEMON POUCH 900ml,119,"T24Club,BBProfitClub,Payback"
BBID_211449829,,,KARNATAKA,,21-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,78082,1223157,IZ 22 RS OFF WED Ctc Tea,108035037,TAJMAHAL CTC TEA BX 500g,228,"T24Club,BBProfitClub"
BBID_211436139,04-02-1987,,KARNATAKA,500065,13-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,68343,NONPROMO,,300054859,GH DAILY URAD DAL PREM 1kg,171,"T24Club,Payback"
BBID_21143575,17-05-1969,male,KARNATAKA,580030,07-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,27549,NONPROMO,,102107284,R-14 S. S. Pipe Handle Peeler -Vertical,69,"T24Club,Payback"
BBID_211453150,,,KARNATAKA,,07-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,2509,1275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,108037499,MOONG DAL PREM LOOSE,34.93,"T24Club,BBProfitClub"
BBID_211436287,20-07-1962,male,KARNATAKA,580001,03-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,12186,1262222,AZ SHOP 750 GET 250 RS OFF CMS APRIL,108037471,SAGO SMALL LOOSE,77.56,"T24Club,Payback"
BBID_211453153,28-09-1976,male,KARNATAKA,581115,29-01-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,48137,NONPROMO,,108027466,MAGGI SAUCE HOT&SWEET CHILLI 500g,100,"T24Club,Payback"
BBID_21143308,11-07-1970,male,KARNATAKA,580020,25-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,25285,NONPROMO,,300979321,NESTLE CHOCO KITKAT BAG 128g 16,100,"T24Club,Payback"
BBID_211448846,11-06-1957,male,KARNATAKA,580024,13-12-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,48087,NONPROMO,,1000059910,DNU,250,"T24Club,BBProfitClub,Payback"
BBID_211453163,08-09-1965,female,KARNATAKA,580032,01-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,12,93661,NONPROMO,,1.00E+12,"LNG-4171-PDP-651-RY, L, FUSHIA",699,"T24Club,Payback"
BBID_211453173,12-04-1984,male,KARNATAKA,580001,15-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,18214,NONPROMO,,108020517,BRITANNIA BISC GDAY CASHEW 100g,40,"T24Club,BBProfitClub,Payback"
BBID_211418834,26-04-1991,male,KARNATAKA,582114,31-07-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,99468,NONPROMO,,108008707,DETTOL HW LIQ ORIGINAL PUMP 200ml,74,"T24Club,Payback"
BBID_211426789,30-01-1969,male,KARNATAKA,580038,03-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,74836,NONPROMO,,108037584,WHEAT SIHORE B LOOSE,182.3,"T24Club,Payback"
BBID_211448024,20-04-1981,female,KARNATAKA,580030,23-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,73289,NONPROMO,,108004629,GH DAILY RAVA/SUJI 1Kg,40,"T24Club,BBProfitClub,Payback"
BBID_211453192,21-07-1951,female,KARNATAKA,580031,17-02-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,41699,NONPROMO,,108004181,NANDINI COW GHEE PP 500gm,210,"T24Club,BBProfitClub,Payback"
BBID_21146815,14-12-1976,male,KARNATAKA,580021,12-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,58092,NONPROMO,,108020477,BRITANNIA CAKE CHOCOLATE 50g,15,"T24Club,Payback"
BBID_211419747,22-07-1972,male,KARNATAKA,580023,12-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,21217,1106922,AZ B2@599 FLT&ABV+299 LADIES MIX N MATCH,1.00E+12,"LECB-0160-01-A-45-KC-PL-AL, XXL, BLACK",299.5,"T24Club,Payback"
BBID_211414961,06-02-1983,male,KARNATAKA,560100,25-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,35074,NONPROMO,,300864804,GH TUR DAL PREMIUM 5Kg,720,"T24Club,Payback"
BBID_211422280,04-02-1972,female,KARNATAKA,580021,23-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,64478,NONPROMO,,108100008,ASPARAGUS GREEN,65,"T24Club,Payback"
BBID_211448515,14-09-1982,male,KARNATAKA,580031,05-02-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,88546,NONPROMO,,108026141,KELLOGS CORNFLAKE CHOCOS 125g,55,"T24Club,BBProfitClub,Payback"
BBID_211448515,14-09-1982,male,KARNATAKA,580031,03-06-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,15324,NONPROMO,,108005183,LION DRY FRUIT DATES PP 500G,123,"T24Club,BBProfitClub,Payback"
BBID_21147755,06-01-1990,female,KARNATAKA,580021,25-08-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,76930,NONPROMO,,108004516,GEMINI SUNFLOWER OIL PP 1L,174,"T24Club,Payback"
BBID_211419387,03-07-1979,male,KARNATAKA,580023,31-07-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,38792,1163656,"AZ B2@599,B3@799 FLT CHURIDAR REG EX FAI",1.00E+12,"LECB-0010-01-A-45-KC-PL-AL, L, RED",299.5,"T24Club,Payback"
BBID_211413597,05-05-1949,male,KARNATAKA,580030,25-05-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,63378,NONPROMO,,300177372,RUCHI GOLD PALMOLEIN OIL PP 1L,57,"T24Club,Payback"
BBID_2114232,18-12-1981,male,KARNATAKA,999999,03-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,31194,NONPROMO,,108002073,MTR READYMIX SAMBAR 100g,39,"T24Club,Payback"
BBID_21148917,30-05-1982,female,KARNATAKA,580030,19-05-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,35875,NONPROMO,,300987847,KNORR NDL SOUPY MAST MASALA PP 150g,30,"T24Club,Payback"
BBID_211453230,03-03-1950,male,KARNATAKA,580023,14-06-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,10,40047,NONPROMO,,108024687,HALDIRAM BADAM HALWA 200G,50,"T24Club,Payback"
BBID_211453236,15-05-1987,male,KARNATAKA,580024,03-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,74231,NONPROMO,,1000026534,AMUL MILK KOOL CAFE PET BT 200ml,22,"T24Club,Payback"
BBID_211453242,02-08-1966,male,KARNATAKA,580001,11-10-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,84401,NONPROMO,,108000659,GH DAILY SPLIT MOONG DAL CHILKA 500g,66,"T24Club,Payback"
BBID_211426392,19-12-1983,male,KARNATAKA,580020,02-10-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,84635,NONPROMO,,108027465,MAGGI SAUCE HOT&SWEET CHILLI 200g,54,"T24Club,Payback"
BBID_21146945,14-04-1981,male,KARNATAKA,580030,18-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,91696,NONPROMO,,108037817,BRITANNIA CAKE CHOCOLATE 140g,30,"T24Club,Payback"
BBID_211453249,13-10-1994,male,KARNATAKA,580004,19-12-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,71803,1059105,SZ FB 15% OFFFOODASSORTEDKAR,108000197,CATCH READYMIX PAVBHAJI BX 100g,93.5,"T24Club,Payback"
BBID_211484,11-02-1974,male,KARNATAKA,590002,13-02-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,41687,NONPROMO,,108000911,RICE SONA MASOORI PREMIUM LOOSE,50,"T24Club,Payback"
BBID_211446981,,,KARNATAKA,,06-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,69474,1206505,HO 100 %OFF SCRACH CRD MCBV NOV AZ,1000638372,Nov'16 S.Card.Heatr,0,"T24Club,BBProfitClub"
BBID_211453266,05-06-1982,female,KARNATAKA,560065,18-04-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,63429,NONPROMO,,1000077739,PATANJALI BADAM PAK JR 500g,250,"T24Club,Payback"
BBID_211412961,02-01-1985,male,KARNATAKA,581110,23-01-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,96358,1082733,AZ 50% OFF LEE COOPER BOYS FASHION,1.00E+12,"LCOSH-3151-LEC21-A-FS-SF-SL, M, NAVY",790.72,"T24Club,Payback"
BBID_211412574,13-05-1980,male,KARNATAKA,580030,01-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,25218,NONPROMO,,300259994,GH DRY FRUIT MIXED 300g,234,"T24Club,Payback"
BBID_211471,19-07-1984,,KARNATAKA,581320,30-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,26190,1194779,HO 2 %OFF FOOD REG AZ,108003544,PILLSBURY CHAKKI FRESH ATTA PP 2Kg,87.22,"T24Club,Payback"
BBID_211411090,03-07-1966,male,KARNATAKA,580007,30-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,12,75447,NONPROMO,,1000264518,DETTOL LIQ HANDWASH SKINCARE PP 750ml,99,"T24Club,Payback"
BBID_211449108,,,KARNATAKA,,03-03-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,53031,NONPROMO,,300045759,VEET HAIR REM SENSITIVE 25g,55,"T24Club,BBProfitClub"
BBID_211413719,10-08-1954,male,KARNATAKA,580030,31-12-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,9,48558,NONPROMO,,301025025,VIJAY CEREALS IDLI RAWA PP 1kg,33,"T24Club,Payback"
BBID_211429287,01-12-1985,male,KARNATAKA,560078,25-11-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,10518,NONPROMO,,108000404,EVEREST READYMIX CHICKEN BX 50g,30,"T24Club,Payback"
BBID_211446612,,,KARNATAKA,,25-06-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,7795,NONPROMO,,100103003,ACT II INST POPCRN GLDN SIZLE PP 60g,44,"T24Club,BBProfitClub"
BBID_21147112,22-06-1985,male,KARNATAKA,580001,27-01-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,97484,1082094,SKR 50 % OFF FOOD ASSORTED KARNATAKA,300581374,DUKES WFR BISC PINEAPPLE WAFFY 75g,17.5,"T24Club,Payback"
BBID_211430050,24-03-1985,,KARNATAKA,580030,01-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,38938,NONPROMO,,300980132,CYCLE AGARBATHI 3 IN 1 BX 280g,125,"T24Club,Payback"
BBID_211419533,03-06-1978,male,KARNATAKA,580020,24-12-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,34090,NONPROMO,,108001289,JUWAR STANDARD LOOSE,125.35,"T24Club,Payback"
BBID_21143573,22-07-1968,female,KARNATAKA,580030,26-06-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,78485,NONPROMO,,1.00E+12,"DJMD-0160-Silky Stretch-, 30, DARK BROWN",799,"T24Club,Payback"
BBID_21143573,22-07-1968,female,KARNATAKA,580030,28-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,16,85445,1207667,IS 60 RS OFF REG CTC TEA,108032048,RED LABEL CTC TEA PP 1kg,350,"T24Club,Payback"
BBID_211425719,11-11-1955,male,KARNATAKA,580024,03-10-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,778,NONPROMO,,108000764,WATANA GREEN LOOSE,24.5,"T24Club,Payback"
BBID_211447643,,,KARNATAKA,,03-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,12,75827,NONPROMO,,108000707,TUR DAL PREM LOOSE,384.77,"T24Club,BBProfitClub"
BBID_211424677,04-01-1985,female,KARNATAKA,580003,23-01-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,54313,NONPROMO,,108100308,CUCUMBER GREEN LOOSE,12.95,"T24Club,Payback"
BBID_211410717,01-06-1992,male,KARNATAKA,401157,09-01-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,18,70589,NONPROMO,,108020515,BRITANNIA BISC GOODAY BUTTER 66g/75g,200,"T24Club,Payback"
BBID_211410717,01-06-1992,male,KARNATAKA,401157,16-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,52735,NONPROMO,,108001298,GH SUGAR MEDIUM 2Kg,425,"T24Club,Payback"
BBID_211453345,,,KARNATAKA,,08-03-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,94799,NONPROMO,,1.00E+12,"LEMK-4171-10020-C-ES-LK-WG, M, Off white",799,"T24Club,BBProfitClub"
BBID_211413675,01-07-1974,female,KARNATAKA,580030,19-09-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,3,11304,1010591,SZ 15 % OFF FOOD ASSORTED KAR,1000051269,PARLE CB H&S BLACK BOURBON VANILLA 100g,21.25,"T24Club,Payback"
BBID_211419148,02-08-1951,male,KARNATAKA,580030,15-09-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,13,17952,NONPROMO,,108004511,FORTUNE SUNFLOWER OIL JR 5L,409,"T24Club,Payback"
BBID_211453350,02-08-1951,male,KARNATAKA,580030,03-05-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,16356,NONPROMO,,300677864,BRITANNIA COOKIES NUTRI CHOICE RAGI 150g,60,"T24Club,BBProfitClub,Payback"
BBID_211453351,02-08-1951,male,KARNATAKA,580030,21-01-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,48288,1233488,IZ 25 RS OFF REG Ctc Tea,108032051,RED LABEL CTC TEA REG CT 500g,180,"T24Club,BBProfitClub,Payback"
BBID_211449442,,,KARNATAKA,,13-08-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,11,88841,NONPROMO,,1.00E+12,"SS16-MEGA-Digital Cushion Cv, DSN-11, NA",598,"T24Club,BBProfitClub"
BBID_211417083,01-03-1969,male,KARNATAKA,580023,12-01-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,98710,NONPROMO,,300339446,CHINGS SAUCE SCHEZWAN 52g,80,"T24Club,Payback"
BBID_211447773,,,KARNATAKA,,09-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,2,1045,1275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,300911206,APPLE FUJI PKD,96.86,"T24Club,BBProfitClub,Payback"
BBID_211448276,,,KARNATAKA,,19-11-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,1,77784,NONPROMO,,108001163,GH WHO SPICE DRY METHI 200g,22,"T24Club,BBProfitClub"
BBID_21148684,30-03-1973,male,KARNATAKA,580079,26-08-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,79375,970619,AZ B1G1 FREE MELAMINE BOWLS CROCKERY(EX),300569274,Spring Vbowl - Green,200,"T24Club,Payback"
BBID_21148684,30-03-1973,male,KARNATAKA,580079,27-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,10435,1114944,AZ B1G1 FREE MELAMINE PLATE/BOWLS GM EX,1000177366,Ellora Soup Bowl-Yellow-VD,199.18,"T24Club,Payback"
BBID_21148684,30-03-1973,male,KARNATAKA,580079,23-12-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,44954,1226172,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,108037470,POHA THIN LOOSE,23.3,"T24Club,Payback"
BBID_21148684,30-03-1973,male,KARNATAKA,580079,12-04-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,52599,NONPROMO,,1000702654,TS HAIR PIN FANCY ASSORTED COLOURS,0,"T24Club,Payback"
BBID_21143905,22-07-1972,male,KARNATAKA,580080,11-08-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,15,91010,970944,AD 20 % OFF UTENSILS ASSORTED,300018714,PCO-POP - 3,912,"T24Club,Payback"
BBID_21148049,10-04-1980,male,KARNATAKA,580030,10-05-2017,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,14,27315,NONPROMO,,301018301,ARIEL DET POW COLOUR&STYLE COMPLT PP 1kg,199,"T24Club,Payback"
BBID_21142393,27-12-1972,male,KARNATAKA,999999,08-04-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,4,91922,1120447,AZ 199 FLAT MENS FASHION ASSORTED LOP,1.00E+12,"AFL-0130-CVC-A-HS-SF-SL, M, BEIGE",199,"T24Club,Payback"
BBID_21149734,05-11-1966,male,KARNATAKA,580020,16-11-2015,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,17,8671,NONPROMO,,300463277,SCOTCH BRI FLOOR CLEANING CLOTH,50,"T24Club,Payback"
BBID_21149734,05-11-1966,male,KARNATAKA,580020,18-05-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,6,56354,NONPROMO,,108004505,DHARA SUNFLOWER OIL JR 5L,430,"T24Club,Payback"
BBID_211413097,13-07-1972,male,KARNATAKA,580030,12-03-2016,4796,BB-HUBLI-GOKUL ROAD-AKSHAY CEN,7,3702,5069,Ex690,108004975,GH GROUNDNUT 1kg,92.9,"T24Club,Payback"
